,num_blocks,blocks_per_window,time
0,1.0,1.0,31.144824028015137
1,1.0,10.0,64.5627269744873
2,1.0,100.0,36.78189015388489
3,1.0,1000.0,47.704753160476685
4,10.0,1.0,47.17267990112305
5,10.0,10.0,14.25377368927002
6,10.0,100.0,9.544790029525757
7,10.0,1000.0,7.605973958969116
8,100.0,1.0,37.81058406829834
9,100.0,10.0,6.093486070632935
10,100.0,100.0,6.238231658935547
11,100.0,1000.0,8.299020051956177
12,1000.0,1.0,89.41738700866699
13,1000.0,10.0,13.899310111999512
14,1000.0,100.0,21.90692138671875
15,1000.0,1000.0,20.390439748764038
