,num_blocks,blocks_per_window,time
0,1.0,10.0,25.706215143203735
1,1.0,12.0,18.530609130859375
2,1.0,15.0,18.370094060897827
3,1.0,50.0,17.35872483253479
4,1.0,100.0,20.200220108032227
5,1.0,1000.0,18.960451126098633
6,1.0,10000.0,17.038655996322632
7,10.0,10.0,3.845578908920288
8,10.0,12.0,3.526474952697754
9,10.0,15.0,3.710193157196045
10,10.0,50.0,3.530932903289795
11,10.0,100.0,3.607682704925537
12,10.0,1000.0,3.591050624847412
13,10.0,10000.0,3.6065421104431152
14,100.0,10.0,4.313178062438965
15,100.0,12.0,4.0526368618011475
16,100.0,15.0,4.774296998977661
17,100.0,50.0,4.235033750534058
18,100.0,100.0,4.160058975219727
19,100.0,1000.0,4.109089136123657
20,100.0,10000.0,4.219480752944946
21,1000.0,10.0,9.293209791183472
22,1000.0,12.0,9.920449018478394
23,1000.0,15.0,9.74976110458374
24,1000.0,50.0,9.099236965179443
25,1000.0,100.0,8.522582054138184
26,1000.0,1000.0,7.27596640586853
27,1000.0,10000.0,7.100197076797485
28,10000.0,10.0,62.804824113845825
29,10000.0,12.0,71.05944800376892
30,10000.0,15.0,64.38526678085327
31,10000.0,50.0,53.504592180252075
32,10000.0,100.0,52.63398814201355
33,10000.0,1000.0,57.213846921920776
34,10000.0,10000.0,57.563295125961304
